Image,ID,SPECIES,BREED ID,nID,class
beagle_120,5,2,4,4,Beagle
beagle_121,5,2,4,4,Beagle
beagle_122,5,2,4,4,Beagle
beagle_123,5,2,4,4,Beagle
beagle_124,5,2,4,4,Beagle
beagle_125,5,2,4,4,Beagle
beagle_126,5,2,4,4,Beagle
beagle_127,5,2,4,4,Beagle
beagle_128,5,2,4,4,Beagle
beagle_129,5,2,4,4,Beagle
beagle_12,5,2,4,4,Beagle
beagle_130,5,2,4,4,Beagle
beagle_131,5,2,4,4,Beagle
beagle_133,5,2,4,4,Beagle
beagle_134,5,2,4,4,Beagle
beagle_135,5,2,4,4,Beagle
beagle_136,5,2,4,4,Beagle
beagle_137,5,2,4,4,Beagle
beagle_138,5,2,4,4,Beagle
beagle_139,5,2,4,4,Beagle
beagle_13,5,2,4,4,Beagle
beagle_140,5,2,4,4,Beagle
beagle_141,5,2,4,4,Beagle
beagle_142,5,2,4,4,Beagle
beagle_143,5,2,4,4,Beagle
beagle_144,5,2,4,4,Beagle
beagle_145,5,2,4,4,Beagle
beagle_146,5,2,4,4,Beagle
beagle_147,5,2,4,4,Beagle
beagle_148,5,2,4,4,Beagle
boxer_100,9,2,5,8,Boxer
boxer_101,9,2,5,8,Boxer
boxer_102,9,2,5,8,Boxer
boxer_103,9,2,5,8,Boxer
boxer_104,9,2,5,8,Boxer
boxer_105,9,2,5,8,Boxer
boxer_106,9,2,5,8,Boxer
boxer_107,9,2,5,8,Boxer
boxer_108,9,2,5,8,Boxer
boxer_109,9,2,5,8,Boxer
boxer_10,9,2,5,8,Boxer
boxer_110,9,2,5,8,Boxer
boxer_111,9,2,5,8,Boxer
boxer_112,9,2,5,8,Boxer
boxer_113,9,2,5,8,Boxer
boxer_114,9,2,5,8,Boxer
boxer_115,9,2,5,8,Boxer
boxer_116,9,2,5,8,Boxer
boxer_117,9,2,5,8,Boxer
boxer_118,9,2,5,8,Boxer
boxer_119,9,2,5,8,Boxer
boxer_11,9,2,5,8,Boxer
boxer_120,9,2,5,8,Boxer
boxer_121,9,2,5,8,Boxer
boxer_122,9,2,5,8,Boxer
boxer_123,9,2,5,8,Boxer
boxer_124,9,2,5,8,Boxer
boxer_125,9,2,5,8,Boxer
boxer_126,9,2,5,8,Boxer
boxer_127,9,2,5,8,Boxer
boxer_128,9,2,5,8,Boxer
boxer_129,9,2,5,8,Boxer
boxer_12,9,2,5,8,Boxer
boxer_130,9,2,5,8,Boxer
boxer_131,9,2,5,8,Boxer
boxer_132,9,2,5,8,Boxer
boxer_133,9,2,5,8,Boxer
boxer_134,9,2,5,8,Boxer
boxer_135,9,2,5,8,Boxer
boxer_136,9,2,5,8,Boxer
boxer_137,9,2,5,8,Boxer
boxer_138,9,2,5,8,Boxer
boxer_139,9,2,5,8,Boxer
boxer_13,9,2,5,8,Boxer
boxer_140,9,2,5,8,Boxer
boxer_141,9,2,5,8,Boxer
boxer_142,9,2,5,8,Boxer
boxer_143,9,2,5,8,Boxer
boxer_144,9,2,5,8,Boxer
boxer_145,9,2,5,8,Boxer
chihuahua_100,11,2,6,10,Chihuahua
chihuahua_101,11,2,6,10,Chihuahua
chihuahua_102,11,2,6,10,Chihuahua
chihuahua_103,11,2,6,10,Chihuahua
chihuahua_104,11,2,6,10,Chihuahua
chihuahua_105,11,2,6,10,Chihuahua
chihuahua_106,11,2,6,10,Chihuahua
chihuahua_107,11,2,6,10,Chihuahua
chihuahua_108,11,2,6,10,Chihuahua
chihuahua_109,11,2,6,10,Chihuahua
chihuahua_10,11,2,6,10,Chihuahua
chihuahua_110,11,2,6,10,Chihuahua
chihuahua_111,11,2,6,10,Chihuahua
chihuahua_112,11,2,6,10,Chihuahua
chihuahua_113,11,2,6,10,Chihuahua
chihuahua_114,11,2,6,10,Chihuahua
chihuahua_115,11,2,6,10,Chihuahua
chihuahua_116,11,2,6,10,Chihuahua
chihuahua_117,11,2,6,10,Chihuahua
chihuahua_118,11,2,6,10,Chihuahua
chihuahua_119,11,2,6,10,Chihuahua
chihuahua_11,11,2,6,10,Chihuahua
chihuahua_120,11,2,6,10,Chihuahua
chihuahua_121,11,2,6,10,Chihuahua
chihuahua_122,11,2,6,10,Chihuahua
chihuahua_123,11,2,6,10,Chihuahua
chihuahua_124,11,2,6,10,Chihuahua
chihuahua_125,11,2,6,10,Chihuahua
chihuahua_126,11,2,6,10,Chihuahua
chihuahua_127,11,2,6,10,Chihuahua
chihuahua_128,11,2,6,10,Chihuahua
chihuahua_129,11,2,6,10,Chihuahua
chihuahua_12,11,2,6,10,Chihuahua
chihuahua_130,11,2,6,10,Chihuahua
chihuahua_131,11,2,6,10,Chihuahua
chihuahua_132,11,2,6,10,Chihuahua
chihuahua_133,11,2,6,10,Chihuahua
chihuahua_134,11,2,6,10,Chihuahua
chihuahua_135,11,2,6,10,Chihuahua
chihuahua_136,11,2,6,10,Chihuahua
chihuahua_137,11,2,6,10,Chihuahua
chihuahua_138,11,2,6,10,Chihuahua
chihuahua_139,11,2,6,10,Chihuahua
chihuahua_13,11,2,6,10,Chihuahua
chihuahua_140,11,2,6,10,Chihuahua
chihuahua_141,11,2,6,10,Chihuahua
chihuahua_142,11,2,6,10,Chihuahua
chihuahua_143,11,2,6,10,Chihuahua
chihuahua_144,11,2,6,10,Chihuahua
chihuahua_145,11,2,6,10,Chihuahua
english_cocker_spaniel_100,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_101,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_102,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_103,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_104,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_105,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_106,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_107,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_108,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_109,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_10,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_110,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_111,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_112,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_113,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_114,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_115,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_116,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_117,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_118,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_119,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_11,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_120,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_121,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_122,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_123,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_124,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_125,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_126,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_127,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_128,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_129,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_12,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_130,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_131,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_132,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_133,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_134,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_135,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_136,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_137,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_138,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_139,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_13,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_140,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_141,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_142,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_143,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_144,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_145,13,2,7,12,English Cocker Spaniel
english_setter_100,14,2,8,13,English Setter
english_setter_101,14,2,8,13,English Setter
english_setter_102,14,2,8,13,English Setter
english_setter_103,14,2,8,13,English Setter
english_setter_104,14,2,8,13,English Setter
english_setter_105,14,2,8,13,English Setter
english_setter_106,14,2,8,13,English Setter
english_setter_107,14,2,8,13,English Setter
english_setter_108,14,2,8,13,English Setter
english_setter_109,14,2,8,13,English Setter
english_setter_10,14,2,8,13,English Setter
english_setter_110,14,2,8,13,English Setter
english_setter_111,14,2,8,13,English Setter
english_setter_112,14,2,8,13,English Setter
english_setter_113,14,2,8,13,English Setter
english_setter_114,14,2,8,13,English Setter
english_setter_115,14,2,8,13,English Setter
english_setter_116,14,2,8,13,English Setter
english_setter_117,14,2,8,13,English Setter
english_setter_118,14,2,8,13,English Setter
english_setter_119,14,2,8,13,English Setter
english_setter_11,14,2,8,13,English Setter
english_setter_120,14,2,8,13,English Setter
english_setter_121,14,2,8,13,English Setter
english_setter_122,14,2,8,13,English Setter
english_setter_123,14,2,8,13,English Setter
english_setter_124,14,2,8,13,English Setter
english_setter_125,14,2,8,13,English Setter
english_setter_126,14,2,8,13,English Setter
english_setter_127,14,2,8,13,English Setter
english_setter_128,14,2,8,13,English Setter
english_setter_129,14,2,8,13,English Setter
english_setter_12,14,2,8,13,English Setter
english_setter_130,14,2,8,13,English Setter
english_setter_131,14,2,8,13,English Setter
english_setter_132,14,2,8,13,English Setter
english_setter_133,14,2,8,13,English Setter
english_setter_134,14,2,8,13,English Setter
english_setter_135,14,2,8,13,English Setter
english_setter_136,14,2,8,13,English Setter
english_setter_137,14,2,8,13,English Setter
english_setter_138,14,2,8,13,English Setter
english_setter_139,14,2,8,13,English Setter
english_setter_13,14,2,8,13,English Setter
english_setter_140,14,2,8,13,English Setter
english_setter_141,14,2,8,13,English Setter
english_setter_142,14,2,8,13,English Setter
english_setter_143,14,2,8,13,English Setter
english_setter_144,14,2,8,13,English Setter
english_setter_145,14,2,8,13,English Setter
german_shorthaired_100,15,2,9,14,German Shorthaired
german_shorthaired_101,15,2,9,14,German Shorthaired
german_shorthaired_102,15,2,9,14,German Shorthaired
german_shorthaired_103,15,2,9,14,German Shorthaired
german_shorthaired_104,15,2,9,14,German Shorthaired
german_shorthaired_105,15,2,9,14,German Shorthaired
german_shorthaired_106,15,2,9,14,German Shorthaired
german_shorthaired_107,15,2,9,14,German Shorthaired
german_shorthaired_108,15,2,9,14,German Shorthaired
german_shorthaired_109,15,2,9,14,German Shorthaired
german_shorthaired_10,15,2,9,14,German Shorthaired
german_shorthaired_110,15,2,9,14,German Shorthaired
german_shorthaired_111,15,2,9,14,German Shorthaired
german_shorthaired_112,15,2,9,14,German Shorthaired
german_shorthaired_113,15,2,9,14,German Shorthaired
german_shorthaired_114,15,2,9,14,German Shorthaired
german_shorthaired_115,15,2,9,14,German Shorthaired
german_shorthaired_116,15,2,9,14,German Shorthaired
german_shorthaired_117,15,2,9,14,German Shorthaired
german_shorthaired_118,15,2,9,14,German Shorthaired
german_shorthaired_119,15,2,9,14,German Shorthaired
german_shorthaired_11,15,2,9,14,German Shorthaired
german_shorthaired_120,15,2,9,14,German Shorthaired
german_shorthaired_121,15,2,9,14,German Shorthaired
german_shorthaired_122,15,2,9,14,German Shorthaired
german_shorthaired_123,15,2,9,14,German Shorthaired
german_shorthaired_124,15,2,9,14,German Shorthaired
german_shorthaired_125,15,2,9,14,German Shorthaired
german_shorthaired_126,15,2,9,14,German Shorthaired
german_shorthaired_127,15,2,9,14,German Shorthaired
german_shorthaired_128,15,2,9,14,German Shorthaired
german_shorthaired_129,15,2,9,14,German Shorthaired
german_shorthaired_12,15,2,9,14,German Shorthaired
german_shorthaired_130,15,2,9,14,German Shorthaired
german_shorthaired_131,15,2,9,14,German Shorthaired
german_shorthaired_132,15,2,9,14,German Shorthaired
german_shorthaired_133,15,2,9,14,German Shorthaired
german_shorthaired_134,15,2,9,14,German Shorthaired
german_shorthaired_135,15,2,9,14,German Shorthaired
german_shorthaired_136,15,2,9,14,German Shorthaired
german_shorthaired_137,15,2,9,14,German Shorthaired
german_shorthaired_138,15,2,9,14,German Shorthaired
german_shorthaired_139,15,2,9,14,German Shorthaired
german_shorthaired_13,15,2,9,14,German Shorthaired
german_shorthaired_140,15,2,9,14,German Shorthaired
german_shorthaired_141,15,2,9,14,German Shorthaired
german_shorthaired_142,15,2,9,14,German Shorthaired
german_shorthaired_143,15,2,9,14,German Shorthaired
german_shorthaired_144,15,2,9,14,German Shorthaired
german_shorthaired_145,15,2,9,14,German Shorthaired
great_pyrenees_100,16,2,10,15,Great Pyrenees
great_pyrenees_101,16,2,10,15,Great Pyrenees
great_pyrenees_102,16,2,10,15,Great Pyrenees
great_pyrenees_103,16,2,10,15,Great Pyrenees
great_pyrenees_104,16,2,10,15,Great Pyrenees
great_pyrenees_105,16,2,10,15,Great Pyrenees
great_pyrenees_106,16,2,10,15,Great Pyrenees
great_pyrenees_107,16,2,10,15,Great Pyrenees
great_pyrenees_108,16,2,10,15,Great Pyrenees
great_pyrenees_109,16,2,10,15,Great Pyrenees
great_pyrenees_10,16,2,10,15,Great Pyrenees
great_pyrenees_110,16,2,10,15,Great Pyrenees
great_pyrenees_111,16,2,10,15,Great Pyrenees
great_pyrenees_112,16,2,10,15,Great Pyrenees
great_pyrenees_113,16,2,10,15,Great Pyrenees
great_pyrenees_114,16,2,10,15,Great Pyrenees
great_pyrenees_115,16,2,10,15,Great Pyrenees
great_pyrenees_116,16,2,10,15,Great Pyrenees
great_pyrenees_117,16,2,10,15,Great Pyrenees
great_pyrenees_118,16,2,10,15,Great Pyrenees
great_pyrenees_119,16,2,10,15,Great Pyrenees
great_pyrenees_11,16,2,10,15,Great Pyrenees
great_pyrenees_120,16,2,10,15,Great Pyrenees
great_pyrenees_121,16,2,10,15,Great Pyrenees
great_pyrenees_122,16,2,10,15,Great Pyrenees
great_pyrenees_123,16,2,10,15,Great Pyrenees
great_pyrenees_124,16,2,10,15,Great Pyrenees
great_pyrenees_125,16,2,10,15,Great Pyrenees
great_pyrenees_126,16,2,10,15,Great Pyrenees
great_pyrenees_127,16,2,10,15,Great Pyrenees
great_pyrenees_128,16,2,10,15,Great Pyrenees
great_pyrenees_129,16,2,10,15,Great Pyrenees
great_pyrenees_12,16,2,10,15,Great Pyrenees
great_pyrenees_130,16,2,10,15,Great Pyrenees
great_pyrenees_131,16,2,10,15,Great Pyrenees
great_pyrenees_132,16,2,10,15,Great Pyrenees
great_pyrenees_133,16,2,10,15,Great Pyrenees
great_pyrenees_134,16,2,10,15,Great Pyrenees
great_pyrenees_135,16,2,10,15,Great Pyrenees
great_pyrenees_136,16,2,10,15,Great Pyrenees
great_pyrenees_137,16,2,10,15,Great Pyrenees
great_pyrenees_138,16,2,10,15,Great Pyrenees
great_pyrenees_139,16,2,10,15,Great Pyrenees
great_pyrenees_13,16,2,10,15,Great Pyrenees
great_pyrenees_140,16,2,10,15,Great Pyrenees
great_pyrenees_141,16,2,10,15,Great Pyrenees
great_pyrenees_142,16,2,10,15,Great Pyrenees
great_pyrenees_143,16,2,10,15,Great Pyrenees
great_pyrenees_144,16,2,10,15,Great Pyrenees
great_pyrenees_145,16,2,10,15,Great Pyrenees
havanese_100,17,2,11,16,Havanese
havanese_101,17,2,11,16,Havanese
havanese_102,17,2,11,16,Havanese
havanese_103,17,2,11,16,Havanese
havanese_104,17,2,11,16,Havanese
havanese_105,17,2,11,16,Havanese
havanese_106,17,2,11,16,Havanese
havanese_107,17,2,11,16,Havanese
havanese_108,17,2,11,16,Havanese
havanese_109,17,2,11,16,Havanese
havanese_10,17,2,11,16,Havanese
havanese_110,17,2,11,16,Havanese
havanese_111,17,2,11,16,Havanese
havanese_112,17,2,11,16,Havanese
havanese_113,17,2,11,16,Havanese
havanese_114,17,2,11,16,Havanese
havanese_115,17,2,11,16,Havanese
havanese_116,17,2,11,16,Havanese
havanese_117,17,2,11,16,Havanese
havanese_118,17,2,11,16,Havanese
havanese_119,17,2,11,16,Havanese
havanese_11,17,2,11,16,Havanese
havanese_120,17,2,11,16,Havanese
havanese_121,17,2,11,16,Havanese
havanese_122,17,2,11,16,Havanese
havanese_123,17,2,11,16,Havanese
havanese_124,17,2,11,16,Havanese
havanese_125,17,2,11,16,Havanese
havanese_126,17,2,11,16,Havanese
havanese_127,17,2,11,16,Havanese
havanese_128,17,2,11,16,Havanese
havanese_129,17,2,11,16,Havanese
havanese_12,17,2,11,16,Havanese
havanese_130,17,2,11,16,Havanese
havanese_131,17,2,11,16,Havanese
havanese_132,17,2,11,16,Havanese
havanese_133,17,2,11,16,Havanese
havanese_134,17,2,11,16,Havanese
havanese_135,17,2,11,16,Havanese
havanese_136,17,2,11,16,Havanese
havanese_137,17,2,11,16,Havanese
havanese_138,17,2,11,16,Havanese
havanese_139,17,2,11,16,Havanese
havanese_13,17,2,11,16,Havanese
havanese_140,17,2,11,16,Havanese
havanese_141,17,2,11,16,Havanese
havanese_142,17,2,11,16,Havanese
havanese_143,17,2,11,16,Havanese
havanese_144,17,2,11,16,Havanese
havanese_145,17,2,11,16,Havanese
japanese_chin_100,18,2,12,17,Japanese Chin
japanese_chin_101,18,2,12,17,Japanese Chin
japanese_chin_102,18,2,12,17,Japanese Chin
japanese_chin_103,18,2,12,17,Japanese Chin
japanese_chin_104,18,2,12,17,Japanese Chin
japanese_chin_105,18,2,12,17,Japanese Chin
japanese_chin_106,18,2,12,17,Japanese Chin
japanese_chin_107,18,2,12,17,Japanese Chin
japanese_chin_108,18,2,12,17,Japanese Chin
japanese_chin_109,18,2,12,17,Japanese Chin
japanese_chin_10,18,2,12,17,Japanese Chin
japanese_chin_110,18,2,12,17,Japanese Chin
japanese_chin_111,18,2,12,17,Japanese Chin
japanese_chin_112,18,2,12,17,Japanese Chin
japanese_chin_113,18,2,12,17,Japanese Chin
japanese_chin_114,18,2,12,17,Japanese Chin
japanese_chin_115,18,2,12,17,Japanese Chin
japanese_chin_116,18,2,12,17,Japanese Chin
japanese_chin_117,18,2,12,17,Japanese Chin
japanese_chin_118,18,2,12,17,Japanese Chin
japanese_chin_119,18,2,12,17,Japanese Chin
japanese_chin_11,18,2,12,17,Japanese Chin
japanese_chin_120,18,2,12,17,Japanese Chin
japanese_chin_121,18,2,12,17,Japanese Chin
japanese_chin_122,18,2,12,17,Japanese Chin
japanese_chin_123,18,2,12,17,Japanese Chin
